,CASH_C_EQUIV,TRADING_FA,INT_RECEIV,PUR_RESALE_FA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,INVEST_REAL_ESTATE,FIXED_ASSETS,INTAN_ASSETS,DEFER_TAX_ASSETS,T_ASSETS,LOAN_FR_OTH_BANK_FI,TRADING_FL,SOLD_FOR_REPUR_FA,PAYROLL_PAYABLE,TAXES_PAYABLE,INT_PAYABLE,BOND_PAYABLE,DEFER_TAX_LIAB,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,ORDIN_RISK_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,OTH_COMPRE_INCOME,N_CF_FR_INVEST_A,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_IFC,C_PAID_DIV_PROF_INT,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_FR_ISSUE_BOND,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,IFC_CASH_INCR,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,DILUTED_EPS,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,BASIC_EPS,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,OTH_COMPR_INCOME,T_COMPR_INCOME,INT_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,F_VALUE_CHG_GAIN,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,FOREX_GAIN,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,COMMIS_INCOME,T_COGS,FLAG,NI_NI
44,6090631864.0,1072594961.0,73553130.79,2480406340.0,474138924.7,40738244.71,25230820.3,190151642.3,62149415.14,8058984.07,14586324767.0,720000000.0,27801330059.20275,40321744677.36061,90331869.47,88144983.58,25616745.79,78054142631.04854,8085001.07,8110548483.0,2310361315.0,2739214085.0,241799950.5,483599900.9,408011336.4,6182986588.0,292789695.7,6475776284.0,14586324767.0,90638.76500000001,-66390721.3,-3069558926.0,3201356745.0,10000000.0,164037.04,656981119.7,342808227433.8659,3980753400.0,16118.51070000001,380681900.4,-515947.67,219681191.6,146898802.8,130467422.2,7050312326.0,320296646.7,66554758.34,97074948466.19418,2518044.324600001,2039613316.732157,3517147495.0,6283388795.0,6664070695.0,56554758.34,3651356745.0,1719544571.0,615561581.2,134209249.9,0.085583,-261755.29,1818760812.0,1818760812.0,474153072.1,0.15,461754390.8,2329985.2,302521944.2,-6611793.85,336155939.9,158081111.3,308745854.6,151625182.0,-40766614.38,1357006422.0,342767733.8,107869823.9,1204873.93,33633995.71,-515947.67,131385338.3,13603555.24,34021879.22,1544283107.0,1357006422.0,0.0,0.039687385650883575
45,141167731.2,686605.0126999998,75943.40440000001,56755868091.99488,566811.1857999999,3737821385.1164804,1717608116.193224,231754096.0,33415250.26,107197.03,1367080889.0,43214177260.242905,27801330059.20275,40321744677.36061,4684233.54,7353920.21,104674.79430000001,78054142631.04854,572800141.6459999,574015357.0,200000000.0,429089779.7,22386945.56,19407685555.629314,141588806.4,793065531.6,-31281.05260000001,793065531.6,1367080889.0,-22121.68530000001,-81153363.81,-55803328.66,3737797950.8210464,890134.5607,90154.0,16846430.91,342808227433.8659,1495345797.0,123486.8897,-53291017.99,-1499.8183000000004,55532235.37,6057277.088600002,61334325.52,1551149126.0,7475248.09,81243517.81,97074948466.19418,354532008.3,90154.0,83665674.48,158112077.3,104821059.4,81243517.81,499532008.3,67082025591.21044,57981554.21,415866333.8,0.4531,311858255.6184676,1486881930.0,1486881930.0,105260861.4,0.4531,106066362.4,78136.18,90625042.03,-50477.363199999985,90625042.03,34657188409.83385,90625042.03,139097.22139999998,3186.719899999999,1264633201.0,90625042.03,4525556.86,2099011.2,-11045.19720000001,370521096.05937654,14635819.34,1293510.2,-15495.462199999998,11684825462.966698,1380815568.0,0.0,0.014273209380380797
46,22776184400.0,13130681300.0,670130800.0,5608696600.0,7391027000.0,1651266600.0,87048000.0,1181075700.0,606820800.0,595317700.0,74817919600.0,6370000000.0,27801330059.20275,17529013000.0,1467404400.0,489150700.0,131778200.0,3062449300.0,143361500.0,54220433600.0,7000000000.0,1319998700.0,1453261000.0,4474317200.0,6383623000.0,20597486000.0,752638.3589999999,20597486000.0,74817919600.0,-414266.23130000016,-280051800.0,-7182451000.0,3737797950.8210464,203000000.0,76863800.0,704336500.0,5000000.0,15750229900.0,68928500.0,-5424014800.0,-17842000.0,1162775700.0,1270560300.0,1067582300.0,22932680900.0,973569800.0,356915600.0,10000000000.0,7000000000.0,2935400.0,2056330000.0,31446315000.0,26022300200.0,153915600.0,10123912300.0,7084387100.0,2400977200.0,8067582300.0,0.3,116201938.0,6771922266.0,6771922266.0,2767645553.0,0.3,2753262497.0,409289150.4,2095980046.0,-5763011.55,2093838240.0,895888105.3,2101743057.0,1187990762.0,-265981185.6,4018659770.0,2099601252.0,392859514.6,10171004.92,-2141805.55,-1737611.08,668044301.7,24554061.75,-2141805.55,4915470802.0,4018659770.0,0.0,0.01169463093366454
47,550844751.0,298016454.2,90167.71590000005,56755868091.99488,101000.0,141417.33,1717608116.193224,51734990.72,91418.03,5773446.89,1035490613.0,43214177260.242905,27801330059.20275,40321744677.36061,1674786.53,8914239.79,80419.20470000003,78054142631.04854,8214686.31,112913225.8,531871494.0,98033600.04,30055104.67,19407685555.629314,210398044.1,870358242.8,52219144.52,922577387.3,1035490613.0,-27824.0617,51570421.67,5581211.69,3737797950.8210464,63352857.4,117067710.7,52381910.78,98553228.13,604958363.7,16955197.39,16958058.66,-2111.2533000000003,30365920.8,2930709.140299999,40193574.7,599377152.0,43033962.14,65497289.07,97074948466.19418,6169511.5451,5146.0,-40193574.7,533886692.4,550844751.0,590292.45,0.0,67082025591.21044,24888087.18,40193574.7,0.0111,-18661.32,482998125.0,490692444.7,27593819.38,0.0111,27279949.81,181343.72,5889413.75,-9544.6415,22896843.0,7694319.72,5889413.75,20599752.39,-30500998.48,393503767.1,22896843.0,5527948.11,36195.71,17007429.25,370521096.05937654,4696976.38,350065.28,17007429.25,11684825462.966698,453511248.8,0.0,0.015288801167916468
48,12272204000.0,2564715.0636000005,290578000.0,1548900000.0,5197405000.0,141387000.0,90162000.0,570499000.0,79125000.0,387058000.0,76044232000.0,43283000.0,27801330059.20275,10015000000.0,179120000.0,86009000.0,1036995000.0,78054142631.04854,20076000.0,70333981000.0,1246327000.0,10561244.6645,1558321000.0,973073000.0,1877972000.0,5447164000.0,263086000.0,5710251000.0,76044232000.0,-208529000.0,-2441532000.0,-2541462000.0,3737797950.8210464,3466121000.0,1177450000.0,208363000.0,1160077000.0,6117761000.0,7593000.0,-5156008000.0,-64000.0,426814000.0,1765300000.0,172949000.0,8659223000.0,81140000.0,3618982000.0,97074948466.19418,2746371.5215000007,2039613316.732157,-172949000.0,11337458000.0,6181450000.0,152861000.0,1428277.8301999997,4189076000.0,440855000.0,172949000.0,0.6417,19462000.0,2288585000.0,2288585000.0,1230667000.0,0.6417,1187308000.0,279637000.0,796517000.0,-203204000.0,823952000.0,2176640000.0,999722000.0,19630000.0,49421.7452,1101277000.0,1027157000.0,113267000.0,5681000.0,27435000.0,10364000.0,203510000.0,49040000.0,27435000.0,64110000.0,1101277000.0,0.0,0.04774343162729748
49,124280775.5,653263.9964999998,93429.67300000002,56755868091.99488,423920.4549999999,689819052.2,1717608116.193224,601449226.7,363521911.7,45695944.61,2156951594.0,43214177260.242905,27801330059.20275,40321744677.36061,4486384.56,-43277798.58,96177.01890000002,78054142631.04854,572800141.6459999,720709184.5,1353589866.0,115290450.8,79731681.53,19407685555.629314,-171852021.4,1395796433.0,40445976.02,1436242409.0,2156951594.0,-49954.473000000005,-182443899.2,130534730.9,3737797950.8210464,146700000.0,108053926.7,25219422.25,89000000.0,1112738195.0,130287.80699999996,-61055012.81,-4298.567000000001,12739502.05,3441559.1750999987,30445844.55,982203463.8,7228302.9,290497825.9,97074948466.19418,463300000.0,19053926.7,-9145844.55,152835788.3,91780775.5,143797825.9,517100000.0,67082025591.21044,70693343.21,526245844.6,-0.075,1269820.86,967950657.5,967950657.5,-128564448.8,-0.075,-141106407.6,27472547.97,-102246050.7,-1235070.55,-101684745.9,34657188409.83385,-101010980.2,1269820.86,-4779.775199999998,977502520.5,-100449675.4,2190646.58,1541833.11,561304.83,370521096.05937654,-28114773.46,14083791.89,561304.83,11684825462.966698,1110326886.0,0.0,-0.14020744053096262
50,770363231.7,214920591.0,1385265.61,350918027.4,285264214.8,250963139.5,37746970.8,30401710.4,18093227.47,10226646.32,5979926683.0,43214177260.242905,11834970.01,40321744677.36061,37290370.67,50254404.03,1122761.85,78054142631.04854,12886000.27,1260309438.0,1105492188.0,2885562362.0,4268145.795599998,26670768.9,604534369.9,4714727024.0,4890220.58,4719617245.0,5979926683.0,92467335.37,-371440105.8,-771254502.9,3737797950.8210464,3958042537.0,3804948030.0,786762043.5,3686631138.0,921626414.8,114225234.5,-336594470.4,-1782888.94,215409989.5,7443972.4,6074135.49,1692880918.0,124894014.1,4176388136.0,97074948466.19418,3959600.0,1139658.09,807883027.3,1106957702.0,770363231.7,6609934.15,843928000.0,632266453.0,174537449.3,36044972.73,0.431,2696714.96,178238165.1,809643435.8,616705128.8,0.431,595851379.8,-80696638.6,473337080.8,-2683407.08,473336955.7,211255549.6,475989137.0,143119540.4,4832882.22,100407378.4,476020362.8,62279093.37,1381457.83,-125.15,-1175119.53,140684766.0,22235206.82,31225.77,420149721.2,360569359.1,0.0,0.04671062113647883
51,7849915296.0,228521328.0,101898017.0,288957842.0,2437152605.0,3737821385.1164804,1717608116.193224,397304943.0,58360052.0,29761138.0,17515102875.0,490000000.0,27801330059.20275,200670000.0,33268165.0,63511270.0,18555320.0,984720425.0,14288863.0,10189219660.0,2518725153.0,3170116178.0,210809131.0,215432829.0,532262570.0,6898868153.0,427015062.0,7325883215.0,17515102875.0,38673131.0,975238868.0,-1551725539.0,100000000.0,678716.6536,1557103117.0,2100101140.0,342808227433.8659,4843937162.0,5294718.0,386496157.0,-651623.0,168135812.0,211300819.0,119990000.0,6395662701.0,1156496856.0,581864249.0,984058335.0,3005069.5824000007,532328.0,963634451.0,7563381864.0,7949878021.0,112431781.0,1084058335.0,1435294099.0,499480916.0,120423884.0,0.11,311858255.6184676,1321203859.0,1321203859.0,351521257.0,0.11,342648178.0,5761119.0,293312797.0,28123802.0,277143003.0,375114405.0,261755432.0,112417432.0,-5227506.0,978555681.0,249019201.0,71324376.0,2179674.0,-16169794.0,-651623.0,102502056.0,11052753.0,-12736231.0,834148666.0,978555681.0,0.0,0.04438514361790118
52,8518966782.0,11585982051.0,433359952.6,5230527112.0,1612516595.0,45255600.36,65198701.52,752598356.2,41156920.39,194027775.5,36292535603.0,946000000.0,2249022675.0,8342606838.0,855680323.3,270742026.3,54976017.98,78054142631.04854,454321.41,22859048092.0,2600000000.0,6388118226.0,614864586.7,515281443.5,2394412668.0,13004923191.0,428564320.5,13433487511.0,36292535603.0,-283797.13699999993,326968472.2,-5088009968.0,3875538731.0,80855000.0,484747620.0,597277734.7,10080000.0,4442977937.0,21822983.05,827769507.1,-54660.83,421924549.8,662195142.4,328523067.4,9530987905.0,372005293.1,157779147.8,1800000000.0,35150000.0,5130605.34,5588865663.0,9698259393.0,10526028900.0,76924147.79,5952538731.0,3029864858.0,1107566323.0,363673067.4,0.14,-99399.64,3099526553.0,3099526553.0,1031113675.0,0.14,979173680.0,2777247.27,686862343.6,28679523.69,809102311.7,346080758.1,669769790.4,900632288.2,-274631872.1,2120352873.0,780422788.0,200037555.4,13876232.05,122239968.1,-54660.83,250690886.6,65816226.73,110652997.6,2118687288.0,2120352873.0,0.0,0.08433406576795141
53,6551945514.0,1101025032.0,112595714.2,874254000.0,318423530.1,51280776.81,1717608116.193224,282435825.0,38116267.94,57040848.17,15886207620.0,310000000.0,0.0,40321744677.36061,326765294.4,117752368.5,14421066.59,78054142631.04854,1686080.69,10132359703.0,3000000000.0,1560064928.0,31381371.72,543526697.2,618874919.9,5753847917.0,740121.6074000002,5753847917.0,15886207620.0,-46707.15370000003,-54014480.91,-1330222048.0,3737797950.8210464,0.0,2371566.22,1073389733.0,342808227433.8659,3524107702.0,-229659.19459999996,-384236528.4,186.4499999999997,219869881.2,92107310.19,2486727.1297000013,4854329750.0,1127149969.0,56386047.13,1000000000.0,3785021.548500001,2039613316.732157,1000000000.0,8539377810.0,8155141281.0,56386047.13,1000000000.0,1757426749.0,511133637.9,0.0,0.13,-6171588.53,1914709865.0,1914709865.0,558173133.3,0.13,554781070.4,10591844.76,406494705.9,3264098.68,406494705.9,394511139.3,403230607.3,108061719.2,-22906329.1,1359928794.0,403230607.3,90835712.68,3741541.46,-5210.071400000002,-1038190.9,154942526.1,7133604.41,-6622.974100000001,1241186895.0,1359928794.0,0.0,0.01769112830438653
54,126000000000.0,3053358.1346,3422388000.0,62840457000.0,10781616000.0,3737821385.1164804,1717608116.193224,4585090000.0,723384000.0,2001636000.0,764000000000.0,6695748000.0,0.0,28532835000.0,3204644000.0,1369740000.0,7299053000.0,5000000000.0,572800141.6459999,716000000000.0,10390000000.0,10097373000.0,5601891000.0,8442837000.0,13506449000.0,47763497000.0,131631000.0,47895128000.0,764000000000.0,-143142.1068,-21991143000.0,47970742000.0,6450000000.0,133000000000.0,113000000000.0,2366328000.0,109000000000.0,150000000000.0,3442359000.0,29230074000.0,-56334000.0,4902554000.0,15878094000.0,1143191000.0,102000000000.0,955378000.0,135000000000.0,97074948466.19418,2000000000.0,2039613316.732157,3306809000.0,99283898000.0,129000000000.0,1199778000.0,6450000000.0,36748589000.0,3838071000.0,3143191000.0,0.86,311858255.6184676,22325709000.0,22325709000.0,11042226000.0,0.86,10879846000.0,2711969000.0,7890396000.0,-295106000.0,7904257000.0,19817785000.0,8185502000.0,22105000.0,-27207000.0,11445863000.0,8199363000.0,1522431000.0,21975000.0,13861000.0,109268000.0,2842863000.0,184355000.0,13861000.0,2382976000.0,11445863000.0,0.0,0.022484063701046046
55,40039794723.0,3067475.4885000004,1490525191.0,16557316002.0,12066323037.0,241787979.0,83024927.0,1532608726.0,1074505120.0,190546160.0,155000000000.0,4927000000.0,7712994299.0,28062348337.0,1417203877.0,1176319721.0,699127618.0,14000000000.0,27312871.0,120000000000.0,6100000000.0,1305024258.0,2896182928.0,5862377844.0,17635145841.0,34065165639.0,936983368.0,35002149007.0,155000000000.0,266434768.0,-2803543417.0,-12203768957.0,17150000.0,14631181847.0,12476161948.0,2892638924.0,12298367035.0,21577061477.0,133891581.0,1677388706.0,-169563860.0,1424292518.0,1976002150.0,964028130.0,33780830434.0,5153521853.0,15279705365.0,40135850213.0,51446411951.0,43903332.0,16854264940.0,45307458821.0,46984847527.0,648523518.0,69264705021.0,11858608728.0,2692650537.0,52410440081.0,0.010101000000000002,14708320.0,9008929494.0,9008929494.0,3926251849.0,0.009642000000000003,3726498170.0,211291763.0,2355617409.0,-552814092.0,2475502006.0,1454931583.0,2878969287.0,2267706985.0,-780768830.0,5282431324.0,3028316098.0,537079244.0,9804619.0,119884597.0,2100037.0,897935751.0,209558298.0,149346811.0,6050435696.0,5282431324.0,0.0,0.06919961167144976
56,12024591424.0,2473929699.0,322639500.7,954013201.0,4380097518.0,2156552578.0,118443890.0,249540121.7,66954892.02,170596291.2,37005134037.0,200000000.0,3702858183.0,3637008000.0,348368255.9,254187156.5,32994211.67,78054142631.04854,288603.72,21084913251.0,6100000000.0,6025624026.0,333332135.3,1157130710.0,1889929238.0,15456602369.0,463618416.6,15920220786.0,37005134037.0,-49413740.68,1188707720.0,-4144678840.0,3737797950.8210464,105406250.0,1379429295.0,2231765588.0,342808227433.8659,7201746217.0,965342.6,105057158.9,-10380043.91,309273199.9,246620445.9,228591677.1,11346425057.0,1739375472.0,190721575.1,3300000000.0,2318112.5407000007,40506123.08,3071408323.0,13559403454.0,13664460613.0,85315325.1,3300000000.0,2922605544.0,844441510.3,228591677.1,0.18,394009555.7,3453058407.0,3453058407.0,1368095360.0,0.18,1358412551.0,279855265.3,1253710452.0,141458550.9,1247403437.0,770638366.4,1112201945.0,699324261.0,51884173.85,2094645857.0,1105944886.0,143784252.4,15712402.34,-6307015.36,-825452.96,262150473.6,25395211.45,-6257058.87,1907209214.0,2094645857.0,0.0,0.02296245660292334
57,1954856218.0,1324177302.0,29941098.88,739019539.0,46314409.0,30112163.24,1717608116.193224,106975693.6,11750352.16,444200.36749999993,4637260634.0,43214177260.242905,27801330059.20275,756648998.8,62936357.03,12005682.28,2039616.92,78054142631.04854,37561.25,2446261028.0,1653644684.0,8.0,114861620.4,229723240.8,185008079.2,2183364630.0,7634976.2,2190999606.0,4637260634.0,126997.75,-27725689.63,-415096146.9,7429296.63,102520685.2,95609275.38,136199584.6,85371110.66,785682872.5,10143385.99,-462128752.9,-550574.59,57134406.39,101167899.7,26185638.45,1200779019.0,10145182.01,123334965.0,97074948466.19418,5792079.132999999,2039613316.732157,-18756341.82,2704727109.0,2242598356.0,20814279.86,7429296.63,491011923.2,254007225.3,26185638.45,0.045,-546044.91,487767874.5,487767874.5,107866618.0,0.045,108093579.4,-397188.81,73187487.02,-1402574.85,74774134.58,54654325.14,74590061.87,121146014.3,-21628749.85,379674295.0,76176709.43,28686541.05,2163528.81,1586647.56,-319739.46,31689908.61,1936567.44,1586647.56,333916024.3,379674295.0,0.0,0.025422041126356903
58,783713057.1,774257.1395999998,94214.6319,56755868091.99488,468913.3019999999,3737821385.1164804,1717608116.193224,461605142.6,380672814.5,17380040.07,4434943973.0,43214177260.242905,27801330059.20275,40321744677.36061,2359451.67,67209102.34,1351588.41,78054142631.04854,572800141.6459999,2174235939.0,691401272.0,802948003.4,141501478.9,19407685555.629314,482861534.3,2118712289.0,141995745.7,2260708034.0,4434943973.0,60759.841799999995,155892355.0,79078785.76,3737797950.8210464,630115.8411000001,264588353.3,328272985.4,223204.27,3581575672.0,116572.89599999996,222714632.2,5888793.32,182626128.5,6626185.103100002,121430317.7,3502496886.0,272562935.9,108695998.4,97074948466.19418,958533165.6,1718756.95,-18145301.81,560998424.8,783713057.1,100695998.4,1061818182.0,67082025591.21044,156677426.2,1079963483.0,0.23,311858255.6184676,3268906437.0,3268906437.0,383753716.6,0.23,367374671.9,13020074.98,283420493.1,-7293.817800000005,298136969.7,34657188409.83385,283420493.1,123204.27,22056.68,2578499238.0,298136969.7,12620279.73,2843932.82,14716476.55,370521096.05937654,85616746.91,19222977.51,14716476.55,11684825462.966698,2901677026.0,0.0,0.06447700038456519
59,2480000000000.0,364000000000.0,80731000000.0,281000000000.0,760000000000.0,2624000000.0,1717608116.193224,136000000000.0,17784000000.0,38448000000.0,15400000000000.0,156000000000.0,380000000000.0,61873000000.0,34080000000.0,60209000000.0,154000000000.0,358000000000.0,138000000.0,14300000000000.0,250000000000.0,135000000000.0,108000000000.0,154000000000.0,444000000000.0,1070000000000.0,8378000000.0,1070000000000.0,15400000000000.0,-25067000000.0,-278000000000.0,45929000000.0,51000000.0,972000000000.0,732000000000.0,33833000000.0,730000000000.0,2020000000000.0,461000000.0,-308000000000.0,-3353000000.0,94714000000.0,222000000000.0,67044000000.0,1970000000000.0,16765000000.0,1010000000000.0,1997000000.0,2687763.5254,1851000000.0,-72541000000.0,749000000000.0,441000000000.0,38406000000.0,2048000000.0,739000000000.0,85653000000.0,74589000000.0,0.86,60000000.0,509000000000.0,509000000000.0,280000000000.0,0.86,278000000000.0,43209000000.0,191000000000.0,-23422000000.0,192000000000.0,390000000000.0,215000000000.0,6318000000.0,-1325000000.0,231000000000.0,215000000000.0,31648000000.0,903000000.0,414000000.0,1810000000.0,64684000000.0,2737000000.0,465000000.0,104000000000.0,231000000000.0,0.0,0.012730232558139536
60,682539674.3,1195048.3169999993,136944.1492000001,56755868091.99488,95760000.0,3737821385.1164804,1717608116.193224,327416286.0,90749120.64,5731939.77,2652558211.0,43214177260.242905,27801330059.20275,40321744677.36061,5550379.12,28611175.95,909651.22,78054142631.04854,572800141.6459999,1458127615.0,168910000.0,559666353.3,28207833.52,19407685555.629314,296041977.5,1052826164.0,141604432.6,1194430597.0,2652558211.0,66486.4968,314725980.9,62976833.27,3737797950.8210464,6758000.0,621233892.1,2221145895.0,342808227433.8659,6945634759.0,8400000.0,230811974.3,-698199.16,41500727.33,7773931.039200002,57583627.0,6882657926.0,2634007851.0,306507911.1,97074948466.19418,883363890.1,316401423.6,-146192640.8,19932141.47,250744115.7,113018452.1,794754876.3,67082025591.21044,45311251.06,940947517.1,0.44,311858255.6184676,3721023385.0,3721023385.0,142244923.9,0.44,-79901814.87,-5374655.51,75083156.38,-26705.835499999997,105494541.3,34657188409.83385,75083156.38,8400000.0,6373.061900000001,3707158438.0,105494541.3,1633838.6,7312279.18,30411384.93,370521096.05937654,36750382.58,229459017.9,30411384.93,11684825462.966698,3809325200.0,0.0,2.1750795356081616
61,981881322.2,35423512.3,100871.1227,56755868091.99488,1989150996.0,25647894.86,1138491.35,1678425671.0,108297918.7,30714705.6,5257651552.0,43214177260.242905,27801330059.20275,40321744677.36061,8681436.16,55760113.86,129505.56510000002,78054142631.04854,328680128.1,2148495799.0,546378196.0,28320511.0,254953641.3,19407685555.629314,1195916010.0,3002271743.0,106884011.0,3109155754.0,5257651552.0,976703384.6,401890463.1,204908988.0,3737797950.8210464,52165223.97,650521605.9,50765739.05,563165915.0,1327561447.0,87295690.92,-49197687.46,-181111.81,221275482.4,8277756.910000002,156621243.5,1122652459.0,105518417.8,248631142.8,97074948466.19418,571635920.0,60000.0,-655816026.8,897460756.8,848263069.4,196465918.9,147000000.0,67082025591.21044,179956253.6,802816026.8,0.6,7812.11,1126808934.0,1126808934.0,451529996.7,0.6,414890182.2,27517262.16,483670124.0,153235054.9,492553613.4,34657188409.83385,330435069.1,395531195.0,-176727.94,879230862.6,339318558.5,11447289.52,8063316.71,8883489.4,370521096.05937654,112211438.2,44703131.16,8883489.4,11684825462.966698,1107273218.0,0.0,0.13174384377210538
62,101522954.5,582750.3444999998,71748.6748,56755868091.99488,466672.659,3737821385.1164804,24553140.73,629558402.4,149274755.9,14077266.44,2334154320.0,43214177260.242905,27801330059.20275,40321744677.36061,13220380.07,12675634.74,100224.66240000002,78054142631.04854,572800141.6459999,1624316236.0,287539200.0,33783248.87,87230859.49,19407685555.629314,301284775.4,709838083.8,152222.9538,709838083.8,2334154320.0,-11150.212399999993,-3567093.99,-42428556.41,3737797950.8210464,578276.571,22784.0,82592687.73,342808227433.8659,949043242.6,124963.54789999998,-63422980.1,-169829.7,132798699.6,5289432.610799999,12257500.0,991471799.0,103474847.5,3589877.99,97074948466.19418,705000000.0,22784.0,-17257500.0,164945934.6,101522954.5,3589877.99,700000000.0,67082025591.21044,140193543.1,717257500.0,0.03,311858255.6184676,1624727210.0,1624727210.0,10047165.53,0.03,-9597891.3,8669558.84,9844601.9,0.0,9844601.9,34657188409.83385,9844601.9,60353.99019999993,3631.4645000000014,1422638674.0,9844601.9,12002503.75,3248669.36,-13831.553399999997,370521096.05937654,202563.63,22893726.19,-9932.585300000008,11684825462.966698,1634325101.0,0.0,2.3255106120644657
63,11490331300.0,189770200.0,358064800.0,837550000.0,3584114500.0,518917800.0,1717608116.193224,335320900.0,104752700.0,273452100.0,72570397200.0,65253800.0,27801330059.20275,6441010000.0,152664900.0,88080300.0,855851700.0,78054142631.04854,572800141.6459999,66976563400.0,1626766700.0,313194400.0,2280712800.0,957309500.0,373442400.0,5471452400.0,122381400.0,5593833800.0,72570397200.0,-79973400.0,1568794700.0,-5422140700.0,3737797950.8210464,10055031900.0,11695761200.0,1991273600.0,11638169300.0,6504973800.0,55385500.0,-4390726400.0,8604900.0,299680800.0,1857501200.0,545985300.0,11927114500.0,428599900.0,10126966600.0,97074948466.19418,2132813.6195000005,2039613316.732157,-545985300.0,18112628400.0,13721902000.0,71934700.0,2478016.5274,4126170000.0,366155900.0,545985300.0,0.62,110063800.0,2215658400.0,2215658400.0,1207591100.0,0.62,1169399200.0,305036600.0,902783900.0,-99815500.0,932224100.0,1933643900.0,1002599400.0,163241700.0,-586400.0,1046259200.0,1032039600.0,96789600.0,4297300.0,29440200.0,8604900.0,175551500.0,42489200.0,29440200.0,44934600.0,1046259200.0,0.0,0.04117012564246566
64,517000000000.0,23223000000.0,17699000000.0,319000000000.0,290000000000.0,778000000.0,1701000000.0,23304000000.0,2996000000.0,8064000000.0,4020000000000.0,125000000000.0,21891000000.0,153000000000.0,5119000000.0,8722000000.0,30988000000.0,68936000000.0,770000000.0,3750000000000.0,25220000000.0,61976000000.0,23502000000.0,46347000000.0,111000000000.0,265000000000.0,491000000.0,266000000000.0,4020000000000.0,-273541.88009999995,-232000000000.0,119000000000.0,33739000000.0,798000000000.0,575000000000.0,23650000000.0,552000000000.0,722000000000.0,21849000000.0,-103000000000.0,-1402000000.0,24673000000.0,66201000000.0,13593000000.0,603000000000.0,29472000000.0,806000000000.0,33120000000.0,41706000000.0,405000000.0,11012000000.0,453000000000.0,350000000000.0,8211000000.0,69827000000.0,181000000000.0,24216000000.0,58815000000.0,2.3,311858255.6184676,133000000000.0,133000000000.0,68425000000.0,2.3,67911000000.0,10218000000.0,45072000000.0,-6671000000.0,45071000000.0,98913000000.0,51743000000.0,3615000000.0,-575000000.0,64693000000.0,51742000000.0,8579000000.0,117000000.0,-1000000.0,891000000.0,16683000000.0,631000000.0,-1000000.0,29184000000.0,64693000000.0,0.0,0.012195121951219513
65,2600000000000.0,323000000000.0,75022000000.0,737000000000.0,781000000000.0,1000000.0,1717608116.193224,151000000000.0,26484000000.0,74075000000.0,14600000000000.0,174000000000.0,306000000000.0,26787000000.0,45573000000.0,51755000000.0,163000000000.0,266000000000.0,8000000.0,13700000000000.0,325000000000.0,76001000000.0,60632000000.0,139000000000.0,243000000000.0,843000000000.0,1429000000.0,845000000000.0,14600000000000.0,-640483781.2164999,-184000000000.0,32879000000.0,3737797950.8210464,891000000000.0,735000000000.0,246000000000.0,635000000000.0,1680000000000.0,99120000000.0,-139000000000.0,-2744000000.0,83203000000.0,206000000000.0,50832000000.0,1650000000000.0,202000000000.0,919000000000.0,119000000000.0,2647261.7651000004,765000000.0,15064000000.0,953000000000.0,814000000000.0,28170000000.0,119000000000.0,584000000000.0,107000000000.0,104000000000.0,0.51,311858255.6184676,463000000000.0,463000000000.0,214000000000.0,0.51,212000000000.0,52990000000.0,144000000000.0,-22196000000.0,144000000000.0,376000000000.0,166000000000.0,3769000000.0,-2084000000.0,250000000000.0,166000000000.0,27226000000.0,1148000000.0,-108000000.0,312000000.0,47963000000.0,3146000000.0,-104000000.0,83171000000.0,250000000000.0,0.0,0.018951807228915662
